candidate_id,name,primary_family,primary_title,years_experience,seniority,location,work_authorization,domain,top_skills,education_level,degree_major,last_updated,resume_text
CAND-1028,Emma Brown,ml_engineer,Senior ML Engineer,6,Senior,"New York, NY",No Sponsorship Needed,Logistics,CI/CD;FAISS;LangChain;MLflow;Model deployment;Pinecone;PyTorch;TensorFlow;Vector databases;Vertex AI,PhD,Information Systems,2026-01-11,"Emma Brown — Applied Scientist
    Location: New York, NY
    Summary: Applied Scientist with 6 years of experience in Logistics. Strong in CI/CD, FAISS, LangChain, MLflow.

    Experience:
    Globex (Logistics) — Applied Scientist
    - Automated vector indexes for FinTech clients, improving key metrics by 15%.
- Deployed retrieval pipelines for EdTech clients, improving key metrics by 10%.
- Designed retrieval pipelines for E-commerce clients, improving key metrics by 50%.
- Improved fraud detection models for EdTech clients, improving key metrics by 35%.
- Tech: Vector databases, Model deployment, scikit-learn, GCP, Pinecone.

    Skills: CI/CD, FAISS, LangChain, MLflow, Model deployment, Pinecone, PyTorch, TensorFlow, Vector databases, Vertex AI
    Education: PhD in Information Systems"
CAND-1029,Jordan Jackson,genai,AI Engineer,9,Senior,Remote,Requires Sponsorship,Logistics,Chroma;Evaluation;Guardrails;Kubernetes;LangChain;LangGraph;Prompt engineering;Python,MS,Electrical Engineering,2025-07-20,"Jordan Jackson — AI Engineer
    Location: Remote
    Summary: AI Engineer with 9 years of experience in Logistics. Strong in Chroma, Evaluation, Guardrails, Kubernetes.

    Experience:
    Initech (Logistics) — AI Engineer
    - Built ETL pipelines for Retail clients, improving key metrics by 50%.
- Migrated forecasting pipelines for E-commerce clients, improving key metrics by 3x.
- Automated API services for Healthcare clients, improving key metrics by 3x.
- Built recommendation models for FinTech clients, improving key metrics by 2x.
- Designed API services for Retail clients, improving key metrics by 25%.
- Tech: FastAPI, Guardrails, Evaluation, Vector databases, RAG.

    Skills: Chroma, Evaluation, Guardrails, Kubernetes, LangChain, LangGraph, Prompt engineering, Python
    Education: MS in Electrical Engineering"
CAND-1030,Emma Garcia,ml_engineer,MLOps Engineer,10,Senior,"Atlanta, GA",US Citizen,Media,AWS;Azure;FAISS;FastAPI;Kubernetes;MLflow;Model deployment;PyTorch;Python;SageMaker;TensorFlow;Vertex AI;scikit-learn,PhD,Computer Science,2025-06-01,"Emma Garcia — MLOps Engineer
    Location: Atlanta, GA
    Summary: MLOps Engineer with 10 years of experience in Media. Strong in AWS, Azure, FAISS, FastAPI.

    Experience:
    Initech (Media) — MLOps Engineer
    - Migrated customer segmentation for Media clients, improving key metrics by 50%.
- Analyzed vector indexes for Healthcare clients, improving key metrics by 3x.
- Migrated monitoring alerts for Retail clients, improving key metrics by 20%.
- Tech: Python, Monitoring, PyTorch, Feature engineering, Pinecone.

    Skills: AWS, Azure, FAISS, FastAPI, Kubernetes, MLflow, Model deployment, PyTorch, Python, SageMaker, TensorFlow, Vertex AI, scikit-learn
    Education: PhD in Computer Science"
CAND-1031,Morgan Davis,backend,Senior Software Engineer,4,Mid,"Austin, TX",F1 OPT,Retail,CI/CD;Docker;FastAPI;Flask;GCP;Java;Kafka;Spring,Bootcamp,Electrical Engineering,2025-05-18,"Morgan Davis — Backend Engineer
    Location: Austin, TX
    Summary: Backend Engineer with 4 years of experience in Retail. Strong in CI/CD, Docker, FastAPI, Flask.

    Experience:
    Hooli (Retail) — Backend Engineer
    - Automated fraud detection models for E-commerce clients, improving key metrics by 3x.
- Designed customer segmentation for Media clients, improving key metrics by 35%.
- Analyzed fraud detection models for EdTech clients, improving key metrics by 3x.
- Implemented fraud detection models for E-commerce clients, improving key metrics by 35%.
- Tech: PostgreSQL, Spring, Flask, Django, Kubernetes.

    Skills: CI/CD, Docker, FastAPI, Flask, GCP, Java, Kafka, Spring
    Education: Bootcamp in Electrical Engineering"
CAND-1032,Morgan Wilson,data_analyst,Analytics Engineer,7,Senior,"Atlanta, GA",US Citizen,EdTech,A/B testing;Airflow;BigQuery;Data modeling;ETL;Excel;Jupyter;Looker;NumPy;Pandas;Power BI;Python;SQL;dbt,Bootcamp,Statistics,2026-01-12,"Morgan Wilson — BI Analyst
    Location: Atlanta, GA
    Summary: BI Analyst with 7 years of experience in EdTech. Strong in A/B testing, Airflow, BigQuery, Data modeling.

    Experience:
    Wayne Tech (EdTech) — BI Analyst
    - Designed retrieval pipelines for Cybersecurity clients, improving key metrics by 15%.
- Delivered customer segmentation for Cybersecurity clients, improving key metrics by 20%.
- Delivered vector indexes for EdTech clients, improving key metrics by 50%.
- Tech: Airflow, NumPy, Jupyter, Power BI, Python.

    Skills: A/B testing, Airflow, BigQuery, Data modeling, ETL, Excel, Jupyter, Looker, NumPy, Pandas, Power BI, Python, SQL, dbt
    Education: Bootcamp in Statistics"
CAND-1033,Zoe Moore,data_analyst,Analytics Engineer,1,Junior,"Dallas, TX",Requires Sponsorship,FinTech,Airflow;Dashboarding;Data modeling;Jupyter;Looker;NumPy;Pandas;Power BI;Statistics,Bootcamp,Data Science,2025-04-10,"Zoe Moore — Data Analyst
    Location: Dallas, TX
    Summary: Data Analyst with 1 years of experience in FinTech. Strong in Airflow, Dashboarding, Data modeling, Jupyter.

    Experience:
    Stark Systems (FinTech) — Data Analyst
    - Automated ETL pipelines for Logistics clients, improving key metrics by 15%.
- Deployed monitoring alerts for EdTech clients, improving key metrics by 2x.
- Designed retrieval pipelines for EdTech clients, improving key metrics by 2x.
- Tech: ETL, BigQuery, Power BI, Excel, Airflow.

    Skills: Airflow, Dashboarding, Data modeling, Jupyter, Looker, NumPy, Pandas, Power BI, Statistics
    Education: Bootcamp in Data Science"
CAND-1034,Zoe White,frontend,UI Engineer,2,Junior,"Austin, TX",US Citizen,Retail,Accessibility;CSS;Cypress;HTML;JavaScript;Next.js;REST APIs;React;Redux;Tailwind;Testing Library;TypeScript,BS,Data Science,2025-05-27,"Zoe White — Frontend Engineer
    Location: Austin, TX
    Summary: Frontend Engineer with 2 years of experience in Retail. Strong in Accessibility, CSS, Cypress, HTML.

    Experience:
    Stark Systems (Retail) — Frontend Engineer
    - Implemented retrieval pipelines for E-commerce clients, improving key metrics by 15%.
- Implemented recommendation models for Cybersecurity clients, improving key metrics by 2x.
- Built LLM-powered assistants for Insurance clients, improving key metrics by 3x.
- Improved retrieval pipelines for Cybersecurity clients, improving key metrics by 10%.
- Optimized customer segmentation for Logistics clients, improving key metrics by 50%.
- Tech: REST APIs, Redux, Next.js, CSS, Accessibility.

    Skills: Accessibility, CSS, Cypress, HTML, JavaScript, Next.js, REST APIs, React, Redux, Tailwind, Testing Library, TypeScript
    Education: BS in Data Science"
CAND-1035,Sam Martinez,genai,LLM Engineer,8,Senior,"Seattle, WA",No Sponsorship Needed,E-commerce,Chroma;Evaluation;FAISS;FastAPI;Guardrails;LLMs;LangChain;LangGraph;OpenAI API;Pinecone;Prompt engineering;Python;Vector databases;Vertex AI,PhD,Statistics,2025-11-27,"Sam Martinez — Senior AI Engineer
    Location: Seattle, WA
    Summary: Senior AI Engineer with 8 years of experience in E-commerce. Strong in Chroma, Evaluation, FAISS, FastAPI.

    Experience:
    Globex (E-commerce) — Senior AI Engineer
    - Improved data quality checks for Retail clients, improving key metrics by 20%.
- Built LLM-powered assistants for Insurance clients, improving key metrics by 3x.
- Migrated ETL pipelines for Insurance clients, improving key metrics by 3x.
- Tech: Python, Vertex AI, RAG, Evaluation, Azure OpenAI.

    Skills: Chroma, Evaluation, FAISS, FastAPI, Guardrails, LLMs, LangChain, LangGraph, OpenAI API, Pinecone, Prompt engineering, Python, Vector databases, Vertex AI
    Education: PhD in Statistics"
CAND-1036,Mia Patel,genai,AI Engineer,4,Mid,"Atlanta, GA",US Citizen,E-commerce,Docker;Evaluation;FAISS;FastAPI;Guardrails;Kubernetes;LLMs;LangChain;LangGraph;OpenAI API;Prompt engineering;Python;RAG;Vector databases,PhD,Computer Science,2025-10-11,"Mia Patel — Senior AI Engineer
    Location: Atlanta, GA
    Summary: Senior AI Engineer with 4 years of experience in E-commerce. Strong in Docker, Evaluation, FAISS, FastAPI.

    Experience:
    Wonka Digital (E-commerce) — Senior AI Engineer
    - Designed forecasting pipelines for Media clients, improving key metrics by 20%.
- Delivered fraud detection models for Logistics clients, improving key metrics by 2x.
- Migrated dashboards for Insurance clients, improving key metrics by 3x.
- Tech: Evaluation, Chroma, Prompt engineering, LangChain, Docker.

    Skills: Docker, Evaluation, FAISS, FastAPI, Guardrails, Kubernetes, LLMs, LangChain, LangGraph, OpenAI API, Prompt engineering, Python, RAG, Vector databases
    Education: PhD in Computer Science"
CAND-1037,Jordan Martinez,genai,GenAI Engineer,12,Senior,Remote,H1B,Retail,Azure OpenAI;Chroma;Docker;FAISS;FastAPI;Guardrails;Kubernetes;LLMs;LangChain;OpenAI API;Python;RAG;Vector databases;Vertex AI,Associate,Mathematics,2025-12-04,"Jordan Martinez — AI Engineer
    Location: Remote
    Summary: AI Engineer with 12 years of experience in Retail. Strong in Azure OpenAI, Chroma, Docker, FAISS.

    Experience:
    Stark Systems (Retail) — AI Engineer
    - Automated vector indexes for Cybersecurity clients, improving key metrics by 2x.
- Improved vector indexes for E-commerce clients, improving key metrics by 2x.
- Designed monitoring alerts for FinTech clients, improving key metrics by 25%.
- Deployed fraud detection models for Insurance clients, improving key metrics by 20%.
- Built data quality checks for Media clients, improving key metrics by 10%.
- Tech: OpenAI API, FastAPI, LangChain, Python, Kubernetes.

    Skills: Azure OpenAI, Chroma, Docker, FAISS, FastAPI, Guardrails, Kubernetes, LLMs, LangChain, OpenAI API, Python, RAG, Vector databases, Vertex AI
    Education: Associate in Mathematics"
CAND-1038,Liam White,ml_engineer,MLOps Engineer,10,Senior,"New York, NY",No Sponsorship Needed,Logistics,CI/CD;Chroma;Docker;FastAPI;Feature engineering;LangChain;Model deployment;Monitoring,Bootcamp,Data Science,2025-09-27,"Liam White — ML Engineer
    Location: New York, NY
    Summary: ML Engineer with 10 years of experience in Logistics. Strong in CI/CD, Chroma, Docker, FastAPI.

    Experience:
    Hooli (Logistics) — ML Engineer
    - Migrated retrieval pipelines for Media clients, improving key metrics by 2x.
- Deployed data quality checks for Healthcare clients, improving key metrics by 35%.
- Automated vector indexes for Logistics clients, improving key metrics by 10%.
- Tech: Monitoring, FAISS, SageMaker, CI/CD, Docker.

    Skills: CI/CD, Chroma, Docker, FastAPI, Feature engineering, LangChain, Model deployment, Monitoring
    Education: Bootcamp in Data Science"
CAND-1039,Liam Moore,ml_engineer,MLOps Engineer,5,Mid,"Seattle, WA",US Citizen,Logistics,AWS;Azure;CI/CD;Chroma;Docker;FastAPI;Feature engineering;Model deployment;PyTorch;Python;RAG;TensorFlow;Vertex AI,BS,Information Systems,2025-10-13,"Liam Moore — Applied Scientist
    Location: Seattle, WA
    Summary: Applied Scientist with 5 years of experience in Logistics. Strong in AWS, Azure, CI/CD, Chroma.

    Experience:
    Stark Systems (Logistics) — Applied Scientist
    - Delivered dashboards for Cybersecurity clients, improving key metrics by 2x.
- Automated data quality checks for Healthcare clients, improving key metrics by 25%.
- Delivered recommendation models for Retail clients, improving key metrics by 3x.
- Automated vector indexes for Insurance clients, improving key metrics by 10%.
- Tech: scikit-learn, Python, Docker, LangChain, RAG.

    Skills: AWS, Azure, CI/CD, Chroma, Docker, FastAPI, Feature engineering, Model deployment, PyTorch, Python, RAG, TensorFlow, Vertex AI
    Education: BS in Information Systems"
CAND-1040,Emma Garcia,genai,Senior AI Engineer,12,Senior,"San Francisco, CA",H1B,Cybersecurity,Azure OpenAI;Evaluation;FAISS;FastAPI;Guardrails;LLMs;LangGraph;Pinecone;Prompt engineering,BS,Mathematics,2025-03-06,"Emma Garcia — LLM Engineer
    Location: San Francisco, CA
    Summary: LLM Engineer with 12 years of experience in Cybersecurity. Strong in Azure OpenAI, Evaluation, FAISS, FastAPI.

    Experience:
    Globex (Cybersecurity) — LLM Engineer
    - Analyzed API services for E-commerce clients, improving key metrics by 10%.
- Implemented experiment frameworks for Media clients, improving key metrics by 3x.
- Optimized ETL pipelines for E-commerce clients, improving key metrics by 50%.
- Optimized experiment frameworks for FinTech clients, improving key metrics by 25%.
- Automated customer segmentation for Cybersecurity clients, improving key metrics by 3x.
- Tech: Kubernetes, Vector databases, Prompt engineering, LLMs, Docker.

    Skills: Azure OpenAI, Evaluation, FAISS, FastAPI, Guardrails, LLMs, LangGraph, Pinecone, Prompt engineering
    Education: BS in Mathematics"
CAND-1041,Aarthi Martinez,genai,LLM Engineer,6,Senior,"Seattle, WA",Green Card,Healthcare,Chroma;Docker;Guardrails;Kubernetes;LangChain;OpenAI API;Pinecone;Prompt engineering;Vertex AI,Associate,Information Systems,2025-07-04,"Aarthi Martinez — AI Engineer
    Location: Seattle, WA
    Summary: AI Engineer with 6 years of experience in Healthcare. Strong in Chroma, Docker, Guardrails, Kubernetes.

    Experience:
    Globex (Healthcare) — AI Engineer
    - Implemented API services for E-commerce clients, improving key metrics by 2x.
- Automated monitoring alerts for EdTech clients, improving key metrics by 50%.
- Analyzed API services for Logistics clients, improving key metrics by 35%.
- Optimized vector indexes for E-commerce clients, improving key metrics by 10%.
- Deployed retrieval pipelines for Media clients, improving key metrics by 35%.
- Tech: Chroma, Vector databases, Kubernetes, Vertex AI, LangGraph.

    Skills: Chroma, Docker, Guardrails, Kubernetes, LangChain, OpenAI API, Pinecone, Prompt engineering, Vertex AI
    Education: Associate in Information Systems"
CAND-1042,Taylor Patel,genai,AI Engineer,0,Junior,"Austin, TX",F1 OPT,FinTech,Evaluation;FAISS;FastAPI;Guardrails;Kubernetes;LLMs;LangChain;LangGraph;Pinecone;Python;RAG;Vector databases;Vertex AI,Bootcamp,Data Science,2026-01-04,"Taylor Patel — AI Engineer
    Location: Austin, TX
    Summary: AI Engineer with 0 years of experience in FinTech. Strong in Evaluation, FAISS, FastAPI, Guardrails.

    Experience:
    Initech (FinTech) — AI Engineer
    - Migrated forecasting pipelines for Insurance clients, improving key metrics by 25%.
- Automated retrieval pipelines for EdTech clients, improving key metrics by 2x.
- Automated monitoring alerts for Retail clients, improving key metrics by 3x.
- Implemented experiment frameworks for Media clients, improving key metrics by 3x.
- Tech: Kubernetes, RAG, Vertex AI, Docker, Pinecone.

    Skills: Evaluation, FAISS, FastAPI, Guardrails, Kubernetes, LLMs, LangChain, LangGraph, Pinecone, Python, RAG, Vector databases, Vertex AI
    Education: Bootcamp in Data Science"
CAND-1043,Sophia Johnson,ml_engineer,Senior ML Engineer,1,Junior,Remote,F1 OPT,Logistics,AWS;CI/CD;Chroma;Docker;FAISS;Feature engineering;GCP;Kubernetes;Monitoring;Pinecone;SageMaker,Bootcamp,Data Science,2026-01-30,"Sophia Johnson — ML Engineer
    Location: Remote
    Summary: ML Engineer with 1 years of experience in Logistics. Strong in AWS, CI/CD, Chroma, Docker.

    Experience:
    Hooli (Logistics) — ML Engineer
    - Improved fraud detection models for EdTech clients, improving key metrics by 50%.
- Built dashboards for Cybersecurity clients, improving key metrics by 10%.
- Delivered vector indexes for Logistics clients, improving key metrics by 25%.
- Analyzed dashboards for Retail clients, improving key metrics by 35%.
- Implemented API services for Retail clients, improving key metrics by 3x.
- Tech: Model deployment, TensorFlow, FastAPI, Pinecone, Vector databases.

    Skills: AWS, CI/CD, Chroma, Docker, FAISS, Feature engineering, GCP, Kubernetes, Monitoring, Pinecone, SageMaker
    Education: Bootcamp in Data Science"
